cinta,joy
love,joy
abadi,joy
abadi,joy
abadikan,joy
adem,joy
agung,joy
aishiteru,joy
akhirnya,joy
akrab,joy
aktif,joy
akur,joy
alami,joy
alhamdulillah,joy
alhamdulillah,joy
alim,joy
amanah,joy
angan,joy
anganku,joy
anggunmu,joy
anggunnya,joy
anugerah,joy
arungi,joy
asik,joy
asik,joy
asiknya,joy
asmara,joy
asmara,joy
asyik,joy
aura,joy
available,joy
bahagia,joy
bahagia,joy
bahagiaku,joy
bahagiaku,joy
bahagiamu,joy
bakti,joy
bangga,joy
banggakan,joy
bangkit,joy
bangkitkan,joy
bangsaku,joy
beraksi,joy
berani,joy
berbahagia,joy
berbaktilah,joy
berbangga,joy
berbangsa,joy
berbunga,joy
bercanda,joy
bercinta,joy
bercintalah,joy
bercumbu,joy
berdansa,joy
berdebar,joy
berdegup,joy
berdendang,joy
berdentang,joy
berdetak,joy
berdikari,joy
berdiri,joy
berdua,joy
berfantasi,joy
bergabunglah,joy
bergandeng,joy
bergaya,joy
bergegaslah,joy
bergelora,joy
bergembira,joy
bergembiralah,joy
berharga,joy
berhasil,joy
berikrar,joy
beriman,joy
berirama,joy
berjabat,joy
berjanji,joy
berjasa,joy
berjaya,joy
berjoget,joy
berjuang,joy
berkah,joy
berkarya,joy
berkedip,joy
berkenalan,joy
berkencan,joy
berkesan,joy
berkhayal,joy
berkibar,joy
berkutik,joy
berlabuh,joy
bermain,joy
bermanja,joy
bermesra,joy
bermesraan,joy
bermimpi,joy
bermutu,joy
bernada,joy
bernuansa,joy
bernyanyi,joy
bernyanyilah,joy
bernyawa,joy
berpandang,joy
berpegangan,joy
berpesta,joy
berpetualang,joy
berpijar,joy
berprestasi,joy
bersalaman,joy
bersama,joy
bersamaku,joy
bersamamu,joy
bersandar,joy
bersatu,joy
bersemangat,joy
bersemi,joy
bersenandung,joy
bersenang,joy
berseri,joy
berseru,joy
bersinar,joy
bersoraklah,joy
bersua,joy
bersuara,joy
bersuka,joy
bersyukur,joy
bertahta,joy
bertamasya,joy
bertemu,joy
beruntung,joy
berusaha,joy
better,joy
bicara,joy
cahaya,joy
cahaya,joy
cahayaku,joy
cahayamu,joy
cakrawala,joy
canda,joy
candai,joy
candamu,joy
canduku,joy
candunya,joy
cantik,joy
cantikmu,joy
cantiknya,joy
cenat,joy
cengkeraman,joy
centil,joy
cenut,joy
cerah,joy
cerahkan,joy
cerdik,joy
ceria,joy
cetar,joy
cinta,joy
cintaan,joy
cintai,joy
cintailah,joy
cintaimu,joy
cintainya,joy
cintaku,joy
cintaku,joy
cintamu,joy
cintanya,joy
cintapun,joy
cium,joy
ciuman,joy
cumbu,joy
damai,joy
damaikan,joy
damba,joy
dambakan,joy
dansa,joy
dapatkanmu,joy
debarkan,joy
dekap,joy
dekapanmu,joy
dekapku,joy
dermawan,joy
dibelai,joy
dicintai,joy
dicintaimu,joy
diciptakan,joy
dicumbu,joy
digandeng,joy
digenggam,joy
digoda,joy
dijaga,joy
dikagumi,joy
dikeloni,joy
dimabuk,joy
dimanja,joy
dimengerti,joy
dinyanyikan,joy
dipegang,joy
dipeluk,joy
dipelukmu,joy
diperjuangkan,joy
dipertahankan,joy
dipuja,joy
dipuji,joy
dirasakan,joy
dirayakan,joy
disayang,joy
disayangi,joy
disayanginya,joy
disukai,joy
ditaklukkan,joy
enak,joy
enaknya,joy
enjoy,joy
gairah,joy
gelora,joy
gembira,joy
gemes,joy
gempita,joy
genit,joy
geregetan,joy
getaran,joy
goda,joy
godaan,joy
gombal,joy
goyang,joy
hadir,joy
halal,joy
hangat,joy
hangatkan,joy
hangatmu,joy
hangatnya,joy
happy,joy
harapan,joy
harapanku,joy
harapanmu,joy
harapannya,joy
harmoni,joy
idaman,joy
idamanku,joy
ikhlas,joy
imajiku,joy
imel,joy
impian,joy
impianku,joy
impianmu,joy
indah,joy
indahkan,joy
indahku,joy
indahmu,joy
indahnya,joy
ingin,joy
inspirasi,joy
inspiratif,joy
istimewa,joy
jelita,joy
jujur,joy
kabar,joy
kaget,joy
kasih,joy
kasmaran,joy
kawin,joy
keajaiban,joy
kebahagiaan,joy
kebahagiaanku,joy
kebahagiaanku,joy
kebaikan,joy
kebanggaan,joy
kebanggaanku,joy
kebenaran,joy
keberagaman,joy
keberkahan,joy
kebersamaan,joy
keberuntungan,joy
kebesaran,joy
kebesarannya,joy
kecantol,joy
keceriaan,joy
kecup,joy
kecupan,joy
kedamaian,joy
kedekatan,joy
keemasannya,joy
kehadiran,joy
kehadiranku,joy
kehadiranmu,joy
kehangatan,joy
keindahan,joy
keindahan,joy
keindahanmu,joy
kejayaan,joy
kejutan,joy
kekayaan,joy
kekuatan,joy
kelebihanlah,joy
kelonan,joy
kemenangan,joy
kemerdekaanmu,joy
kemesraan,joy
kemilau,joy
kencan,joy
kenikmatan,joy
kenyang,joy
kepayang,joy
kepuasan,joy
keramahan,joy
keramaian,joy
keren,joy
kesan,joy
kesejukan,joy
kesenangan,joy
kesukaanku,joy
ketawa,joy
ketulusan,joy
khayalan,joy
khayalkanmu,joy
khayalku,joy
khayalmu,joy
kicau,joy
komedi,joy
kucinta,joy
kucintai,joy
kucurahkan,joy
kudamba,joy
kudapat,joy
kuenya,joy
kuingin,joy
kulihat,joy
kumiliki,joy
kunikmati,joy
kupercaya,joy
kusadari,joy
kusuka,joy
kuyakini,joy
lembayung,joy
lenggak,joy
lenggok,joy
lengkap,joy
lengkapilah,joy
lengket,joy
lesmana,joy
lestari,joy
lihat,joy
lihatlah,joy
luwes,joy
magicmu,joy
maharani,joy
mahkota,joy
mahligai,joy
main,joy
main,joy
mainin,joy
mainkan,joy
mainnya,joy
manis,joy
manis,joy
manisku,joy
manismu,joy
manisnya,joy
manisnya,joy
manja,joy
manjakanku,joy
mapan,joy
matahari,joy
matahariku,joy
mataku,joy
matamu,joy
matamu,joy
matanya,joy
matanya,joy
maukah,joy
mauku,joy
mawar,joy
megahnya,joy
melengkapi,joy
melihat,joy
melihat,joy
melihatku,joy
melihatmu,joy
melindungi,joy
melindungimu,joy
melindunginya,joy
melirik,joy
melodi,joy
melody,joy
melukiskannya,joy
memadu,joy
memandang,joy
memandangku,joy
memanjakanmu,joy
membahana,joy
membanggakan,joy
membayangi,joy
membayangkan,joy
membayangkanmu,joy
membelai,joy
memberi,joy
memberikan,joy
memberiku,joy
memeluk,joy
memelukku,joy
memelukmu,joy
memelukmu,joy
memenuhi,joy
memikat,joy
memikirkan,joy
memikirkan,joy
memikirkanmu,joy
memikirkanmu,joy
memikirkannya,joy
memilihmu,joy
memilihmu,joy
memiliki,joy
memilikimu,joy
memimpikanmu,joy
memperkuat,joy
mempertahankanmu,joy
mempesona,joy
memuja,joy
memujamu,joy
menang,joy
menarik,joy
mencapai,joy
mencinta,joy
mencinta,joy
mencintai,joy
mencintai,joy
mencintaiku,joy
mencintaimu,joy
mencintainya,joy
mencintamu,joy
menciummu,joy
mencumbui,joy
mendampingi,joy
mendapat,joy
mendapatkan,joy
mendayu,joy
mendekat,joy
mendekati,joy
mendekatiku,joy
mendekatimu,joy
mendekatinya,joy
mendekatlah,joy
menemani,joy
menemaniku,joy
menemukanmu,joy
menenangkan,joy
menerangi,joy
menerima,joy
menerimamu,joy
mengagumi,joy
mengagumimu,joy
mengasihi,joy
mengecup,joy
mengejar,joy
mengejarku,joy
mengejarmu,joy
mengelusku,joy
mengenalmu,joy
mengerti,joy
mengertilah,joy
mengetahui,joy
menghibur,joy
menginginkan,joy
menginginkanmu,joy
menginspirasi,joy
menikah,joy
menikmati,joy
menikmatimu,joy
menjaga,joy
menjagaku,joy
menjalin,joy
menuntun,joy
menuntut,joy
menyatukan,joy
menyayangi,joy
menyayangiku,joy
menyayangimu,joy
menyayangmu,joy
menyelaminya,joy
menyempurnakanku,joy
menyenangkan,joy
menyentuh,joy
menyentuhmu,joy
menyukaimu,joy
meraih,joy
merangkai,joy
merayu,joy
merayuku,joy
merenungi,joy
mesra,joy
mesraan,joy
mewah,joy
mewangi,joy
miliki,joy
milikiku,joy
milikimu,joy
milikku,joy
milikmu,joy
mulia,joy
naksir,joy
nikah,joy
nikmat,joy
nikmati,joy
pahlawan,joy
pahlawanku,joy
pandai,joy
pandang,joy
pandangan,joy
pandanganku,joy
pasangan,joy
pasanganku,joy
pelukan,joy
pelukanmu,joy
pelukku,joy
peluklah,joy
penawar,joy
pencipta,joy
pendamping,joy
pendamping,joy
pendampingku,joy
pendampingku,joy
penerang,joy
pengertian,joy
penuntun,joy
penyayang,joy
penyejuk,joy
perayu,joy
perdamaian,joy
perduli,joy
permata,joy
permataku,joy
pesona,joy
pesonamu,joy
pikiran,joy
pikiranku,joy
pikiranmu,joy
pikirkan,joy
pikirkanku,joy
pikirku,joy
positive,joy
pujaan,joy
pujaanku,joy
pujangga,joy
pujian,joy
purnamaku,joy
ramah,joy
riang,joy
riangku,joy
riangnya,joy
romantis,joy
sama,joy
sama,joy
santai,joy
santai,joy
sayang,joy
sayang,joy
sempurna,joy
senang,joy
senja,joy
senyum,joy
senyuman,joy
senyumanmu,joy
senyumku,joy
senyummu,joy
senyumnya,joy
setia,joy
tawa,joy
tawamu,joy
tegar,joy
tegarkan,joy
tegarkanlah,joy
teguh,joy
terang,joy
terangi,joy
terangiku,joy
terindah,joy
terpesona,joy
terpuji,joy
tersayang,joy
tersenyum,joy
tersenyumlah,joy
tertarik,joy
tertawa,joy
tertinggi,joy
tulus,joy
tulus,joy
tulusku,joy
wangi,joy
bahagia,joy
cantik,joy
cinta,joy
cintaku,joy
cintamu,joy
indah,joy
nikmati,joy
sayang,joy
suka,joy
teman,joy
terang,joy
tersenyum,joy
tulus,joy
berdengking,joy
berkeriau,joy
berkoar,joy
berseru,joy
bertempik,joy
melaung,joy
memekau,joy
memekik,joy
mendedau,joy
mendengking,joy
menjerit,joy
brilian,joy
cendekia,joy
cerdas,joy
cerdik,joy
genial,joy
genius,joy
intelek,joy
inteligen,joy
lantip,joy
pandai,joy
pintar,joy
terang,joy
terang akal,joy
ayun,joy
buncang,joy
ruat,joy
bakir,joy
berharta,joy
berjebah,joy
berkecukupan,joy
berlambak,joy
berlimpah,joy
bernas,joy
berpunya,joy
fertil,joy
kreatif,joy
mampu,joy
mewah,joy
produktif,joy
subur,joy
banyol,joy
gecul,joy
jenaka,joy
kocak,joy
komikal,joy
atraktif,joy
hebat,joy
luar biasa,joy
memaku,joy
memaut,joy
membantun,joy
memberentang,joy
membetot,joy
membongkar,joy
memesona,joy
memikat,joy
memukau,joy
menawan,joy
mengagumkan,joy
menyenangkan,joy
meraih,joy
merebut,joy
merenggut,joy
merengkuh,joy
merentak,joy
merentangkan,joy
seronok,joy
simpatik,joy
daya,joy
girang hati,joy
kekuatan,joy
ramai,joy
ria,joy
suka hati,joy
duka,joy
afiat,joy
aktual,joy
anyar,joy
baru,joy
bugar,joy
enak,joy
fit,joy
gres,joy
hangat,joy
sehat,joy
aman,joy
bahagia,joy
bangga,joy
berkenan,joy
camar,joy
ceria,joy
doyan,joy
enak,joy
gemar,joy
gembira,joy
girang,joy
lega,joy
makmur,joy
meriah,joy
nikmat,joy
nyaman,joy
puas,joy
ria,joy
riang,joy
sejahtera,joy
selesa,joy
semarak,joy
suka,joy
sukacita,joy
sukaria,joy
tenang,joy
tenteram,joy
bayan,joy
benar,joy
benderang,joy
bening,joy
bersih,joy
cahaya,joy
calak,joy
cemerlang,joy
cerah,joy
jelas,joy
jernih,joy
kentara,joy
nyata,joy
sinar,joy
terbukti,joy
tersurat,joy
transparan,joy
sedih,sad
menangis,sad
tangis,sad
abaikan,sad
acuh,sad
acuh,sad
acuhkan,sad
acuhkan,sad
acuhkanku,sad
aduh,sad
aduh,sad
akhirat,sad
akhirat,sad
akhirati,sad
akhiratku,sad
akhiri,sad
akhiri,sad
akhirilah,sad
akibatnya,sad
aksi,sad
akut,sad
alangkah,sad
alasanku,sad
alasanmu,sad
alay,sad
amarahku,sad
amarahmu,sad
amarahmu,sad
ambisi,sad
amnesia,sad
ampunan,sad
ampunanmu,sad
ampunannya,sad
ampuni,sad
ampunilah,sad
andai,sad
andai,sad
andaikan,sad
andalkan,sad
angkuhku,sad
angkuhnya,sad
asalan,sad
asalkan,sad
asin,sad
asing,sad
bacot,sad
bahagiakan,sad
bakar,sad
balasanmu,sad
balasannya,sad
bangunkan,sad
banjir,sad
barjanji,sad
batin,sad
bayanganmu,sad
beban,sad
beban,sad
bebanku,sad
bebanmu,sad
belaianmu,sad
belenggu,sad
benakku,sad
benakmu,sad
benaknya,sad
benamkan,sad
bencana,sad
berakhir,sad
berakhirlah,sad
berantakan,sad
berbalas,sad
berbekas,sad
berbisik,sad
bercerai,sad
berdaya,sad
berdebu,sad
berderai,sad
berdialog,sad
berdiam,sad
berdoa,sad
berdosa,sad
berduka,sad
berduri,sad
berdusta,sad
bergeming,sad
bergemuruh,sad
bergetar,sad
bergolaknya,sad
bergoyang,sad
bergoyanglah,sad
berguncang,sad
berhadapan,sad
berharap,sad
berharaplah,sad
berhenti,sad
berjarak,sad
berkabut,sad
berkaca,sad
berkasihan,sad
berkurang,sad
berlalu,sad
berliku,sad
berlutut,sad
bermunajat,sad
berpaling,sad
berpangku,sad
berpasrah,sad
berperih,sad
berpihak,sad
berpindah,sad
berpisah,sad
berprasangka,sad
bersabar,sad
bersedih,sad
berserah,sad
bersimpuh,sad
bersujud,sad
bersujudmu,sad
bertahan,sad
bertengkar,sad
berubah,sad
berulah,sad
berwaspada,sad
bete,sad
bimbang,sad
bingung,sad
bodoh,sad
bodohin,sad
bodohnya,sad
bohong,sad
bohongi,sad
bohongiku,sad
bosan,sad
bukan,sad
bukan,sad
bukankah,sad
bukanlah,sad
bukannya,sad
buntung,sad
bunuh,sad
buram,sad
burem,sad
buruk,sad
burukku,sad
burukmu,sad
buta,sad
butakan,sad
bye,sad
cabik,sad
campakkan,sad
campakkanku,sad
capek,sad
cekcok,sad
celaka,sad
cemas,sad
cemberut,sad
cemburu,sad
cengeng,sad
cheating,sad
cibiran,sad
curahan,sad
curahkan,sad
curang,sad
curhat,sad
curhatan,sad
curiga,sad
dendam,sad
dengki,sad
derai,sad
deras,sad
derita,sad
diam,sad
dianggurin,sad
dibelenggu,sad
dibodohi,sad
dibohongi,sad
dibuang,sad
dicaci,sad
dicampakkan,sad
dicuekin,sad
didustai,sad
diem,sad
dihancurkan,sad
dihantam,sad
dihantui,sad
dihindar,sad
dikacangin,sad
dikenang,sad
dikhianati,sad
dilanda,sad
dilupain,sad
dilupakan,sad
dimadu,sad
diperbudak,sad
diperdaya,sad
dipermainkan,sad
dipisah,sad
diporotin,sad
dipungkiri,sad
diputusin,sad
diratapi,sad
direndam,sad
dirubuhkan,sad
disakiti,sad
diselingkuhi,sad
diselingkuhin,sad
disengsarakan,sad
diserap,sad
disiksa,sad
disita,sad
ditakuti,sad
ditangisi,sad
ditinggal,sad
ditinggalin,sad
ditinggalkan,sad
ditinggalnya,sad
ditipu,sad
dosa,sad
dosakah,sad
dosaku,sad
dosaku,sad
duka,sad
dukamu,sad
dusta,sad
dustai,sad
dustaiku,sad
dustakan,sad
dzolim,sad
dzolimi,sad
egois,sad
egoisku,sad
egoku,sad
egomu,sad
egonya,sad
emosi,sad
emosiku,sad
emosimu,sad
emosinya,sad
emosional,sad
enek,sad
enyah,sad
frustasi,sad
frustrasi,sad
gagal,sad
galau,sad
gelap,sad
gelapku,sad
gelapmu,sad
gelapnya,sad
gelisah,sad
gemuk,sad
geram,sad
gesa,sad
gosip,sad
gugup,sad
gundah,sad
gundahmu,sad
guratan,sad
hambar,sad
hampa,sad
hancur,sad
hancurkan,sad
hancurkanku,sad
hancurkanmu,sad
hancurnya,sad
handal,sad
hangus,sad
hantui,sad
hapus,sad
hapuskan,sad
hapuskanlah,sad
hapuslah,sad
haram,sad
hening,sad
heningkan,sad
heningnya,sad
henti,sad
hentikan,sad
hentikanlah,sad
hilang,sad
hilang,sad
hilangkan,sad
hina,sad
hinaan,sad
hinakan,sad
hindari,sad
hindarilah,sad
histeria,sad
hujatan,sad
hukum,sad
hurt,sad
hurts,sad
ikhlasin,sad
ikhlaskan,sad
ilusi,sad
ingkar,sad
ingkari,sad
ingkarku,sad
instropeksi,sad
iri,sad
jauh,sad
jelek,sad
jengkel,sad
jenuh,sad
jerat,sad
jerit,sad
jeritan,sad
jurang,sad
jutek,sad
kabur,sad
kacau,sad
kacaukan,sad
kadang,sad
kadarnya,sad
kaku,sad
kalah,sad
kalahkan,sad
kangen,sad
kangeni,sad
kangenku,sad
karma,sad
karmaku,sad
kasarku,sad
kasihan,sad
keangkuhan,sad
kebimbangan,sad
kebingungan,sad
kebobolan,sad
kebodohanmu,sad
kecewa,sad
kecewakan,sad
kecewakanmu,sad
kedzaliman,sad
kegagalan,sad
kegalauan,sad
kegelapan,sad
kegelisahan,sad
kehabisan,sad
kehampaan,sad
kehancuran,sad
kehilangan,sad
kehilanganì¢,sad
kehilanganmu,sad
keikhlasan,sad
kejahatan,sad
kejam,sad
kejamnya,sad
kekalahan,sad
kekeliruan,sad
kekerasan,sad
kekosongan,sad
kekurangan,sad
kekuranganku,sad
kekuranganmu,sad
kelabu,sad
kelam,sad
kelaparan,sad
kelelahan,sad
kelemahanmu,sad
keliru,sad
keluh,sad
kemarahan,sad
kematian,sad
kemiskinan,sad
kemunafikan,sad
kemurkaan,sad
kenang,sad
kenangan,sad
kenangannya,sad
kendala,sad
kepalsuan,sad
kepasrahan,sad
kepedihan,sad
kepergianmu,sad
kepikiran,sad
keraguan,sad
keraguanku,sad
kerinduan,sad
kerugian,sad
kerusuhan,sad
kesabaranku,sad
kesadaran,sad
kesahku,sad
kesahmu,sad
kesakitan,sad
kesal,sad
kesalahan,sad
kesalahanku,sad
kesalahanmu,sad
kesedihan,sad
kesel,sad
kesendirian,sad
kesepian,sad
kesepianku,sad
kesetiaan,sad
kesetiaanmu,sad
kesombongan,sad
ketakutanmu,sad
keterlaluan,sad
ketidakberdayaan,sad
khianati,sad
khianatiku,sad
khilaf,sad
khilafku,sad
kritik,sad
kuatkan,sad
kuatkanlah,sad
kuawali,sad
kubisikkan,sad
kuhadapi,sad
kuingkari,sad
kuiringkan,sad
kujalani,sad
kukuhkanlah,sad
kulepas,sad
kulupakan,sad
kuragu,sad
kurang,sad
kurangkan,sad
kurasa,sad
kurasakan,sad
kurelakan,sad
kuserahkan,sad
kutempuh,sad
kutukan,sad
lalui,sad
lama,sad
lama,sad
lamaan,sad
lamanya,sad
lambat,sad
lantas,sad
larang,sad
larangan,sad
larangannya,sad
larutkan,sad
layak,sad
layaknya,sad
lelah,sad
lelahku,sad
lelahmu,sad
lepas,sad
lepaskan,sad
lepaskan,sad
lesu,sad
lewat,sad
lewati,sad
lewatkan,sad
lindungi,sad
lindungilah,sad
lirih,sad
luka,sad
luka,sad
lukai,sad
lukaku,sad
luluh,sad
luluhkan,sad
lunglai,sad
lupa,sad
lupain,sad
lupakan,sad
lupakan,sad
lupakanlah,sad
lupakanmu,sad
luput,sad
luruh,sad
maaf,sad
maafin,sad
maafkan,sad
maafkanlah,sad
maafku,sad
mahal,sad
maksiat,sad
mampu,sad
mampu,sad
mampukah,sad
mampus,sad
mantan,sad
mantanku,sad
mantanmu,sad
masalah,sad
masih,sad
masihkah,sad
matilah,sad
matimu,sad
matre,sad
maumu,sad
maunya,sad
mautmu,sad
melalui,sad
melambungkan,sad
melamun,sad
melanda,sad
melanggar,sad
melawan,sad
melayang,sad
melebihi,sad
melek,sad
melepas,sad
melepaskan,sad
melepaskanmu,sad
melepasmu,sad
mellow,sad
melukai,sad
melukaiku,sad
melulu,sad
meluluhkan,sad
meluluhkanku,sad
melumpuhkan,sad
melupakan,sad
melupakanku,sad
melupakanmu,sad
melupakannya,sad
memaafkan,sad
memahami,sad
memahami,sad
memainkanmu,sad
memaki,sad
memaksa,sad
memaksakan,sad
memaksaku,sad
membakar,sad
membalas,sad
membantuku,sad
membenci,sad
membenciku,sad
membencimu,sad
membiarkan,sad
membingungkan,sad
membingungkanmu,sad
membiru,sad
membisu,sad
membohongi,sad
membuang,sad
memburu,sad
memisahkan,sad
memohon,sad
memori,sad
mempermainkan,sad
memutar,sad
menahan,sad
menangggung,sad
menangis,sad
menangis,sad
menanti,sad
menantimu,sad
menantimu,sad
menatap,sad
menatapku,sad
menatih,sad
mencair,sad
mencampakkan,sad
mencurangi,sad
mencuri,sad
menderita,sad
menderu,sad
mendua,sad
menduakan,sad
menduakanku,sad
mendusta,sad
mendustaimu,sad
menerjang,sad
menerka,sad
menerpa,sad
menertawakan,sad
mengadu,sad
mengakhiri,sad
mengakuinya,sad
mengalah,sad
mengampuni,sad
menganggapku,sad
mengayuh,sad
mengcewakanmu,sad
mengenang,sad
mengetuk,sad
mengganggu,sad
menggantikan,sad
menggapai,sad
menggemaskan,sad
menggila,sad
menghancurkan,sad
menghantuiku,sad
menghargai,sad
menghentikanmu,sad
menghilang,sad
menghilang,sad
menghitam,sad
mengingat,sad
mengingat,sad
mengingatkan,sad
mengingkari,sad
mengingkari,sad
mengingkarinya,sad
mengiris,sad
mengkhianati,sad
mengkhianatiku,sad
mengoyak,sad
meninggalkan,sad
meninggalkanku,sad
meninggalkanmu,sad
menipu,sad
menjauh,sad
menjauhi,sad
menumpuk,sad
menunggu,sad
menungguku,sad
menunggumu,sad
menunggunya,sad
menyakiti,sad
menyakitiku,sad
menyakitimu,sad
menyakitkan,sad
menyerah,sad
menyerah,sad
menyeru,sad
menyesal,sad
menyesalkah,sad
menyiksa,sad
menyiksaku,sad
menyimpan,sad
menyombongkan,sad
meracuni,sad
meragukan,sad
merana,sad
merindu,sad
merindukan,sad
merindukanmu,sad
merintangi,sad
merusak,sad
merusakkan,sad
meyakinkan,sad
meyakinkanmu,sad
miris,sad
muak,sad
munafik,sad
mungkin,sad
mungkinkah,sad
mungkinku,sad
murah,sad
murahan,sad
nalarmu,sad
nangis,sad
neraka,sad
ngambek,sad
paham,sad
pahami,sad
pahamilah,sad
pahit,sad
palsu,sad
pamit,sad
panas,sad
panasnya,sad
pasrahkan,sad
pasti,sad
pasti,sad
patah,sad
patahkan,sad
peduli,sad
pedulikan,sad
pedulikanku,sad
pemaaf,sad
penantian,sad
penantian,sad
penantianku,sad
pencarian,sad
pencarianku,sad
pencuri,sad
pendam,sad
pengakuan,sad
pengampun,sad
pengganti,sad
penggantimu,sad
penggoda,sad
pengorbanan,sad
pengorbananku,sad
pengorbananmu,sad
penipu,sad
penjahat,sad
penyesalanku,sad
perasaan,sad
perasaanku,sad
perdebatan,sad
pergi,sad
pergi,sad
pergilah,sad
perhatian,sad
perhatianmu,sad
perhatiannya,sad
perhatikan,sad
perih,sad
perpisahan,sad
pertahankan,sad
pertahankan,sad
pertanda,sad
pertanyaanmu,sad
pertengkaran,sad
pertikaian,sad
pilihan,sad
pilihanmu,sad
pilu,sad
pilunya,sad
prasangka,sad
puas,sad
punah,sad
pungkiri,sad
pungkiri,sad
putus,sad
putusin,sad
putuskan,sad
ragu,sad
ragukan,sad
rapuh,sad
rasa,sad
rasa,sad
rasakan,sad
rasaku,sad
rela,sad
relakan,sad
relakan,sad
remuk,sad
remukkan,sad
restu,sad
rindu,sad
rindu,sad
rindukan,sad
rindukanmu,sad
rinduku,sad
rindumu,sad
risau,sad
sabar,sad
sabarin,sad
sabarku,sad
sadar,sad
sadari,sad
sadarkah,sad
sadarkah,sad
sadarkan,sad
sadisnya,sad
sakit,sad
sakiti,sad
sakiti,sad
sakitiku,sad
sakitnya,sad
salah,sad
salah,sad
semi,sad
sendu,sad
serakah,sad
sunyi,sad
sunyinya,sad
tangis,sad
tangisan,sad
tawan,sad
tega,sad
teganya,sad
tergila,sad
tergila,sad
terjatuh,sad
terjebak,sad
terkapar,sad
terkejut,sad
terluka,sad
terluka,sad
terpuruk,sad
terpuruk,sad
tersakiti,sad
tersesat,sad
tersiksa,sad
tersiksa,sad
tertawan,sad
tertipu,sad
malu,sad
rindu,sad
tersesat,sad
untuk,sad
untukmu,sad
getir,sad
gundah,sad
lara,sad
masygul,sad
menyesak,sad
merana,sad
pedih,sad
pilu,sad
prihatin,sad
sedu,sad
susah hati,sad
terharu,sad
trenyuh,sad
tersentuh,sad
aib,sad
hina,sad
kecil,sad
keji,sad
lembut,sad
murah,sad
nista,sad
pandak,sad
pendek,sad
perlahan,sad
permulaan,sad
renek,sad
ringan,sad
ringkas,sad
sedikit,sad
benguk,sad
buram,sad
guram,sad
kabur,sad
kecut,sad
kelam,sad
kucam,sad
kusam,sad
kusut muka,sad
kuyu,sad
layu,sad
masygul,sad
menderita,sad
mendung,sad
menipu,sad
murung,sad
pucat,sad
pudar,sad
redup,sad
sayu,sad
suram,sad
ampun,sad
menangisi,sad
meratapi,sad
mempersalahkan,sad
mengambinghitamkan,sad
keheningan,sad
kelengangan,sad
kesenyapan,sad
kesunyian,sad
ketenangan,sad
sendiri,sad
kelesuan,sad
kemerosotan,sad
kemunduran,sad
kesulitan,sad
kesusahan,sad
penurunan,sad
resesi,sad
stagnasi,sad
kedukaan,sad
kemurungan,sad
kepedihan,sad
keputusasaan,sad
kesayuan,sad
kesedihan,sad
kesuraman,sad
melankoli,sad
penderitaan,sad
tekanan mental,sad
apak,sad
aus,sad
bacin,sad
bangsai,sad
bapet,sad
basi,sad
bejat,sad
benyek,sad
bonyok,sad
buruk,sad
butut,sad
dengki,sad
hangit,sad
hasad,sad
jahat,sad
jelek,sad
kempuh,sad
kemungkus,sad
keropos,sad
khianat,sad
korup,sad
lapuk,sad
lotak,sad
mesum,sad
mumuk,sad
puih,sad
rapuh,sad
rasan,sad
rebeh,sad
reput,sad
rombeng,sad
rongsok,sad
rusak,sad
sangit,sad
sengak,sad
tebal hati,sad
tembelang,sad
tengik,sad
usang,sad
virulen,sad
getir,sad
terencat,sad
terganjal,sad
terhalang,sad
terhambat,sad
terhenti,sad
tersendat,sad
tertahan,sad
terusik,sad
bengong,sad
berkhayal,sad
berpikir,sad
bertafakur,sad
bingung,sad
mangut,sad
melamun,sad
melenguh,sad
mengelamun,sad
menyerana,sad
tafakur,sad
tepekur,sad
terbengkalai,sad
tercengung,sad
tercengut,sad
tercenung,sad
tercokoh,sad
terdiam,sad
teringat-ingat,sad
termangu,sad
termengung,sad
terpegun,sad
terpekin,sad